old_taxonID_linked_genome_sequence,species,genus,family,order,class,phylum
Fusarium_phaseoli,Fusarium phaseoli,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_pininemorale,Fusarium pininemorale,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_poae,Fusarium poae,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_praegraminearum,Fusarium praegraminearum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_proliferatum,Fusarium proliferatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_pseudograminearum,Fusarium pseudograminearum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_sambucinum,Fusarium sambucinum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_solani,Fusarium solani,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_sporotrichioides,Fusarium sporotrichioides,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_temperatum,Fusarium temperatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_tricinctum,Fusarium tricinctum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_tucumaniae,Fusarium tucumaniae,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_udum,Fusarium udum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_venenatum,Fusarium venenatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_verticillioides,Fusarium verticillioides,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Fusarium_virguliforme,Fusarium virguliforme,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Gaeumannomyces_tritici,Gaeumannomyces tritici,Gaeumannomyces,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Gamarada_debralockiae,Gamarada debralockiae,Gamarada,Hyphodiscaceae,Helotiales,Leotiomycetes,Ascomycota
Geosmithia_flava,Geosmithia flava,Geosmithia,Bionectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Geosmithia_morbida,Geosmithia morbida,Geosmithia,Bionectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Geosmithia_putterillii,Geosmithia putterillii,Geosmithia,Bionectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Geotrichum_candidum,Geotrichum candidum,Geotrichum,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Glarea_lozoyensis,Glarea lozoyensis,Glarea,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Gliomastix_tumulicola,Gliomastix tumulicola,Gliomastix,Bionectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Graphilbum_fragrans,Graphilbum fragrans,Graphilbum,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Groenewaldozyma_salmanticensis,Groenewaldozyma salmanticensis,Groenewaldozyma,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Grosmannia_clavigera,Grosmannia clavigera,Grosmannia,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Grosmannia_penicillata,Grosmannia penicillata,Grosmannia,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Gyalolechia_flavorubescens,Gyalolechia flavorubescens,Gyalolechia,Teloschistaceae,Teloschistales,Lecanoromycetes,Ascomycota
Hanseniaspora_clermontiae,Hanseniaspora clermontiae,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hanseniaspora_osmophila,Hanseniaspora osmophila,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hanseniaspora_pseudoguilliermondii,Hanseniaspora pseudoguilliermondii,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hanseniaspora_singularis,Hanseniaspora singularis,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hanseniaspora_uvarum,Hanseniaspora uvarum,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hanseniaspora_valbyensis,Hanseniaspora valbyensis,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hanseniaspora_vineae,Hanseniaspora vineae,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hawksworthiomyces_lignivorus,Hawksworthiomyces lignivorus,Hawksworthiomyces,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Helicocarpus_griseus,Helicocarpus griseus,Helicocarpus,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota
Helminthosporium_solani,Helminthosporium solani,Helminthosporium,Massarinaceae,Pleosporales,Dothideomycetes,Ascomycota
Hirsutella_minnesotensis,Hirsutella minnesotensis,Hirsutella,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Hirsutella_thompsonii,Hirsutella thompsonii,Hirsutella,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Histoplasma_capsulatum,Histoplasma capsulatum,Histoplasma,Ajellomycetaceae,Onygenales,Eurotiomycetes,Ascomycota
Huntiella_bhutanensis,Huntiella bhutanensis,Huntiella,Ceratocystidaceae,Microascales,Sordariomycetes,Ascomycota
Huntiella_decipiens,Huntiella decipiens,Huntiella,Ceratocystidaceae,Microascales,Sordariomycetes,Ascomycota
Huntiella_moniliformis,Huntiella moniliformis,Huntiella,Ceratocystidaceae,Microascales,Sordariomycetes,Ascomycota
Huntiella_omanensis,Huntiella omanensis,Huntiella,Ceratocystidaceae,Microascales,Sordariomycetes,Ascomycota
Huntiella_savannae,Huntiella savannae,Huntiella,Ceratocystidaceae,Microascales,Sordariomycetes,Ascomycota
Hymenoscyphus_fraxineus,Hymenoscyphus fraxineus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Hymenoscyphus_fructigenus,Hymenoscyphus fructigenus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Hymenoscyphus_infarciens,Hymenoscyphus infarciens,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Hymenoscyphus_linearis,Hymenoscyphus linearis,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Hymenoscyphus_repandus,Hymenoscyphus repandus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Hymenoscyphus_salicellus,Hymenoscyphus salicellus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Hymenoscyphus_scutula,Hymenoscyphus scutula,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Hyphopichia_burtonii,Hyphopichia burtonii,Hyphopichia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hyphopichia_heimii,Hyphopichia heimii,Hyphopichia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hyphopichia_homilentoma,Hyphopichia homilentoma,Hyphopichia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Hypocrella_siamensis,Hypocrella siamensis,Hypocrella,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Hypoxylon_pulicicidum,Hypoxylon pulicicidum,Hypoxylon,Hypoxylaceae,Xylariales,Sordariomycetes,Ascomycota
Hysterium_pulicare,Hysterium pulicare,Hysterium,Hysteriaceae,Hysteriales,Dothideomycetes,Ascomycota
Ilyonectria_destructans,Ilyonectria destructans,Ilyonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Ilyonectria_mors-panacis,Ilyonectria mors-panacis,Ilyonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota
Juglanconis_juglandina,Juglanconis juglandina,Juglanconis,Juglanconidaceae,Diaporthales,Sordariomycetes,Ascomycota
Juglanconis_oblonga,Juglanconis oblonga,Juglanconis,Juglanconidaceae,Diaporthales,Sordariomycetes,Ascomycota
Kazachstania_aerobia,Kazachstania aerobia,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_africana,Kazachstania africana,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_bromeliacearum,Kazachstania bromeliacearum,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_intestinalis,Kazachstania intestinalis,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_kunashirensis,Kazachstania kunashirensis,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_martiniae,Kazachstania martiniae,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_naganishii,Kazachstania naganishii,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_rosinii,Kazachstania rosinii,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_siamensis,Kazachstania siamensis,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_solicola,Kazachstania solicola,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_spencerorum,Kazachstania spencerorum,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_taianensis,Kazachstania taianensis,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_transvaalensis,Kazachstania transvaalensis,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_turicensis,Kazachstania turicensis,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_unispora,Kazachstania unispora,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_viticola,Kazachstania viticola,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kazachstania_yakushimaensis,Kazachstania yakushimaensis,Kazachstania,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kloeckera_hatyaiensis,Hanseniaspora hatyaiensis,Hanseniaspora,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kluyveromyces_aestuarii,Kluyveromyces aestuarii,Kluyveromyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kluyveromyces_dobzhanskii,Kluyveromyces dobzhanskii,Kluyveromyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kluyveromyces_lactis,Kluyveromyces lactis,Kluyveromyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kluyveromyces_marxianus,Kluyveromyces marxianus,Kluyveromyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Knoxdaviesia_capensis,Knoxdaviesia capensis,Knoxdaviesia,Gondwanamycetaceae,Microascales,Sordariomycetes,Ascomycota
Knoxdaviesia_proteae,Knoxdaviesia proteae,Knoxdaviesia,Gondwanamycetaceae,Microascales,Sordariomycetes,Ascomycota
Knufia_petricola,Knufia petricola,Knufia,Trichomeriaceae,Chaetothyriales,Eurotiomycetes,Ascomycota
Kodamaea_laetipori,Kodamaea laetipori,Kodamaea,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kodamaea_ohmeri,Kodamaea ohmeri,Kodamaea,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Komagataella_pastoris,Komagataella phaffii,Komagataella,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Komagataella_populi,Komagataella populi,Komagataella,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Komagataella_pseudopastoris,Komagataella pseudopastoris,Komagataella,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kregervanrija_delftensis,Kregervanrija delftensis,Kregervanrija,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kregervanrija_fluxuum,Kregervanrija fluxuum,Kregervanrija,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kretzschmaria_deusta,Kretzschmaria deusta,Kretzschmaria,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota
Kuraishia_capsulata,Kuraishia capsulata,Kuraishia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kuraishia_molischiana,Kuraishia molischiana,Kuraishia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kuraishia_ogatae,Kuraishia ogatae,Kuraishia,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kurtzmaniella_cleridarum,Kurtzmaniella cleridarum,Kurtzmaniella,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_cidri,Lachancea cidri,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_dasiensis,Lachancea dasiensis,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_fantastica_nom_nud,Lachancea fantastica nom. nud.,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_fermentati,Lachancea fermentati,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_kluyveri,Lachancea kluyveri,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_lanzarotensis,Lachancea lanzarotensis,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_meyersii,Lachancea meyersii,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_mirantina,Lachancea mirantina,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_nothofagi,Lachancea nothofagi,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_quebecensis,Lachancea quebecensis,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_thermotolerans,Lachancea thermotolerans,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lachancea_waltii,Lachancea waltii,Lachancea,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lanzia_echinophila,Lanzia echinophila,Lanzia,Rutstroemiaceae,Helotiales,Leotiomycetes,Ascomycota
Lasallia_hispanica,Lasallia hispanica,Lasallia,Umbilicariaceae,Umbilicariales,Lecanoromycetes,Ascomycota
Lasiodiplodia_theobromae,Lasiodiplodia theobromae,Lasiodiplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota
Lecanicillium_fungicola,Lecanicillium fungicola,Lecanicillium,Cordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Lecanicillium_psalliotae,Lecanicillium psalliotae,Lecanicillium,Cordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Lecanosticta_acicola,Lecanosticta acicola,Lecanosticta,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Lepidopterella_palustris,Lepidopterella palustris,Lepidopterella,Argynnaceae,Mytilinidiales,Dothideomycetes,Ascomycota
Leptographium_lundbergii,Leptographium lundbergii,Leptographium,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Leptographium_procerum,Leptographium procerum,Leptographium,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Leptosphaeria_biglobosa,Leptosphaeria biglobosa,Leptosphaeria,Leptosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota
Leptosphaeria_maculans,Leptosphaeria maculans,Leptosphaeria,Leptosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota
Leptoxyphium_fumago,Leptoxyphium fumago,Leptoxyphium,Capnodiaceae,Capnodiales,Dothideomycetes,Ascomycota
Lipomyces_arxii,Lipomyces arxii,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_doorenjongii,Lipomyces doorenjongii,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_japonicus,Lipomyces japonicus,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_kononenkoae,Lipomyces kononenkoae,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_lipofer,Lipomyces lipofer,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_mesembrius,Lipomyces mesembrius,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_oligophaga,Lipomyces oligophaga,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_starkeyi,Lipomyces starkeyi,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lipomyces_suomiensis,Lipomyces suomiensis,Lipomyces,Lipomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lodderomyces_elongisporus,Lodderomyces elongisporus,Lodderomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Lomentospora_prolificans,Lomentospora prolificans,Lomentospora,Microascaceae,Microascales,Sordariomycetes,Ascomycota
Macrophomina_phaseolina,Macrophomina phaseolina,Macrophomina,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota
Madurella_mycetomatis,Madurella mycetomatis,Madurella,Madurella_fm,Sordariales,Sordariomycetes,Ascomycota
Magnaporthe_grisea,Magnaporthe grisea,Magnaporthe,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Magnaporthe_oryzae,Magnaporthe oryzae,Magnaporthe,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Magnaporthiopsis_incrustans,Magnaporthiopsis incrustans,Magnaporthiopsis,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Magnaporthiopsis_poae,Magnaporthiopsis poae,Magnaporthiopsis,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Magnaporthiopsis_rhizophila,Magnaporthiopsis rhizophila,Magnaporthiopsis,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Magnusiomyces_tetraspermus,Magnusiomyces tetraspermus,Magnusiomyces,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Malbranchea_cinnamomea,Malbranchea cinnamomea,Malbranchea,Malbrancheaceae,Onygenales,Eurotiomycetes,Ascomycota
Marssonina_brunnea,Marssonina brunnea,Marssonina,Dermateaceae,Helotiales,Leotiomycetes,Ascomycota
Marssonina_coronariae,Marssonina coronariae,Marssonina,Dermateaceae,Helotiales,Leotiomycetes,Ascomycota
Martiniozyma_abiesophila,Martiniozyma abiesophila,Martiniozyma,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Meliniomyces_bicolor,Meliniomyces bicolor,Meliniomyces,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Meliniomyces_variabilis,Meliniomyces variabilis,Meliniomyces,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota
Memnoniella_echinata,Memnoniella echinata,Memnoniella,Stachybotryaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_acridum,Metarhizium acridum,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_album,Metarhizium album,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_anisopliae,Metarhizium anisopliae,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_brunneum,Metarhizium brunneum,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_guizhouense,Metarhizium guizhouense,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_majus,Metarhizium majus,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_rileyi,Metarhizium rileyi,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metarhizium_robertsii,Metarhizium robertsii,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Metschnikowia_aberdeeniae,Metschnikowia aberdeeniae,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_arizonensis,Metschnikowia arizonensis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_borealis,Metschnikowia borealis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_bowlesiae,Metschnikowia bowlesiae,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_cerradonensis,Metschnikowia cerradonensis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_continentalis,Metschnikowia continentalis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_dekortorum,Metschnikowia dekortorum,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_drakensbergensis,Metschnikowia drakensbergensis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_hamakuensis,Metschnikowia hamakuensis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_hawaiiensis,Metschnikowia hawaiiensis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_hibisci,Metschnikowia hibisci,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_ipomoeae,Metschnikowia ipomoeae,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_kamakouana,Metschnikowia kamakouana,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_kipukae,Metschnikowia kipukae,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_lochheadii,Metschnikowia lochheadii,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_mauinuiana,Metschnikowia mauinuiana,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_proteae,Metschnikowia proteae,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_santaceciliae,Metschnikowia santaceciliae,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_shivogae,Metschnikowia shivogae,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Metschnikowia_similis,Metschnikowia similis,Metschnikowia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Meyerozyma_caribbica,Meyerozyma caribbica,Meyerozyma,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Meyerozyma_guilliermondii,Meyerozyma guilliermondii,Meyerozyma,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Microcyclospora_pomicola,Microcyclospora pomicola,Microcyclospora,Microcyclospora_fm,Capnodiales,Dothideomycetes,Ascomycota
Microcyclospora_tardicrescens,Microcyclospora tardicrescens,Microcyclospora,Microcyclospora_fm,Capnodiales,Dothideomycetes,Ascomycota
Microcyclosporella_mali,Microcyclosporella mali,Microcyclosporella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Microdochium_bolleyi,Microdochium bolleyi,Microdochium,Microdochiaceae,Xylariales,Sordariomycetes,Ascomycota
Microsporum_canis,Microsporum canis,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes,Ascomycota
Middelhovenomyces_tepae,Middelhovenomyces tepae,Middelhovenomyces,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Millerozyma_acaciae,Millerozyma acaciae,Millerozyma,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Moelleriella_libera,Moelleriella libera,Moelleriella,Clavicipitaceae,Hypocreales,Sordariomycetes,Ascomycota
Monascus_purpureus,Monascus purpureus,Monascus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Monascus_ruber,Monascus ruber,Monascus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota
Monilinia_aucupariae,Monilinia aucupariae,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Monilinia_fructicola,Monilinia fructicola,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Monilinia_fructigena,Monilinia fructigena,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Monilinia_laxa,Monilinia laxa,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Monilinia_polystroma,Monilinia polystroma,Monilinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Morchella_eximia,Morchella eximia,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Ascomycota
Morchella_septimelata,Morchella septimelata,Morchella,Morchellaceae,Pezizales,Pezizomycetes,Ascomycota
Mycosphaerella_arachidis,Mycosphaerella arachidis,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Mycosphaerella_eumusae,Mycosphaerella eumusae,Mycosphaerella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Mycosphaerelloides_madeirae,Mycosphaerelloides madeirae,Mycosphaerelloides,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Ascomycota
Myriosclerotinia_curreyana,Myriosclerotinia curreyana,Myriosclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Myriosclerotinia_duriaeana,Myriosclerotinia duriaeana,Myriosclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Myriosclerotinia_scirpicola,Myriosclerotinia scirpicola,Myriosclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Nakaseomyces_bacillisporus,Nakaseomyces bacillisporus,Nakaseomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Nakaseomyces_delphensis,Nakaseomyces delphensis,Nakaseomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Nakataea_oryzae,Nakataea oryzae,Nakataea,Magnaporthaceae,Magnaporthales,Sordariomycetes,Ascomycota
Nakazawaea_holstii,Nakazawaea holstii,Nakazawaea,CUG-Ala,Saccharomycetales,Saccharomycetes,Ascomycota
Nakazawaea_peltata,Nakazawaea peltata,Nakazawaea,CUG-Ala,Saccharomycetales,Saccharomycetes,Ascomycota
Nannizzia_gypsea,Nannizzia gypsea,Nannizzia,Arthrodermataceae,Onygenales,Eurotiomycetes,Ascomycota
